,mean_sea_ice_concentration,sea_ice_extent,miz_ice_extent
2016-06-10,0.783,476875000000.0,211250000000.0
2016-06-11,0.786,465000000000.0,210625000000.0
2016-06-12,0.796,471250000000.0,191875000000.0
2016-06-13,0.787,470625000000.0,193750000000.0
2016-06-14,0.785,460000000000.0,192500000000.0
2016-06-15,0.806,451250000000.0,174375000000.0
2016-06-16,0.779,460625000000.0,196250000000.0
2016-06-17,0.755,466875000000.0,241250000000.0
2016-06-18,0.756,467500000000.0,222500000000.0
2016-06-19,0.788,442500000000.0,175000000000.0
2016-06-20,0.794,406250000000.0,182500000000.0
2016-06-21,0.797,394375000000.0,184375000000.0
2016-06-22,0.771,406875000000.0,215625000000.0
2016-06-23,0.776,399375000000.0,209375000000.0
2016-06-24,0.781,392500000000.0,205000000000.0
2016-06-25,0.803,385000000000.0,200625000000.0
2016-06-26,0.782,385000000000.0,205000000000.0
2016-06-27,0.775,387500000000.0,209375000000.0
2016-06-28,0.767,383125000000.0,207500000000.0
2016-06-29,0.802,363750000000.0,183750000000.0
2016-06-30,0.778,348750000000.0,195625000000.0
2016-07-01,0.761,338750000000.0,205625000000.0
2016-07-02,0.758,347500000000.0,207500000000.0
2016-07-03,0.746,357500000000.0,213750000000.0
2016-07-04,0.739,358750000000.0,215000000000.0
2016-07-05,0.741,359375000000.0,216250000000.0
2016-07-06,0.713,360625000000.0,231875000000.0
2016-07-07,0.741,353750000000.0,206250000000.0
2016-07-08,0.78,327500000000.0,173750000000.0
2016-07-09,0.764,335625000000.0,180625000000.0
2016-07-10,0.758,334375000000.0,180000000000.0
2016-07-11,0.764,331250000000.0,166875000000.0
2016-07-12,0.82,311250000000.0,143750000000.0
2016-07-13,0.835,303750000000.0,135000000000.0
2016-07-14,0.806,305000000000.0,149375000000.0
2016-07-15,0.796,300625000000.0,150625000000.0
2016-07-16,0.794,296250000000.0,152500000000.0
2016-07-17,0.807,291250000000.0,146250000000.0
2016-07-18,0.826,290625000000.0,136875000000.0
2016-07-19,0.826,284375000000.0,136250000000.0
2016-07-20,0.779,297500000000.0,154375000000.0
2016-07-21,0.772,296250000000.0,158750000000.0
2016-07-22,0.758,295625000000.0,167500000000.0
2016-07-23,0.756,291875000000.0,168125000000.0
2016-07-24,0.762,287500000000.0,157500000000.0
2016-07-25,0.738,295625000000.0,182500000000.0
2016-07-26,0.734,291250000000.0,181250000000.0
2016-07-27,0.732,276250000000.0,176875000000.0
2016-07-28,0.69,282500000000.0,196250000000.0
2016-07-29,0.701,280000000000.0,186875000000.0
2016-07-30,0.696,281250000000.0,190000000000.0
2016-07-31,0.69,279375000000.0,184375000000.0
2016-08-01,0.694,281875000000.0,185625000000.0
2016-08-02,0.697,265000000000.0,163125000000.0
2016-08-03,0.689,260000000000.0,160625000000.0
2016-08-04,0.68,261250000000.0,167500000000.0
2016-08-05,0.672,265000000000.0,171250000000.0
2016-08-06,0.713,216250000000.0,135625000000.0
2016-08-07,0.685,232500000000.0,152500000000.0
2016-08-08,0.695,240625000000.0,151875000000.0
2016-08-09,0.721,228750000000.0,135625000000.0
2016-08-10,0.701,250000000000.0,150000000000.0
2016-08-11,0.698,245000000000.0,146250000000.0
2016-08-12,0.743,220625000000.0,116875000000.0
2016-08-13,0.754,218125000000.0,110625000000.0
2016-08-14,0.725,231875000000.0,121250000000.0
2016-08-15,0.754,227500000000.0,106250000000.0
2016-08-16,0.781,210625000000.0,88125000000.0
2016-08-17,0.784,196250000000.0,86875000000.0
2016-08-18,0.802,195625000000.0,81250000000.0
2016-08-19,0.767,215000000000.0,92500000000.0
2016-08-20,0.784,195625000000.0,85000000000.0
2016-08-21,0.769,213125000000.0,94375000000.0
2016-08-22,0.79,206250000000.0,85000000000.0
2016-08-23,0.782,213125000000.0,87500000000.0
2016-08-24,0.785,201250000000.0,89375000000.0
2016-08-25,0.734,212500000000.0,111875000000.0
2016-08-26,0.732,208750000000.0,111875000000.0
2016-08-27,0.792,209375000000.0,91250000000.0
2016-08-28,0.793,208125000000.0,98125000000.0
2016-08-29,0.777,205000000000.0,105000000000.0
2016-08-30,0.824,209375000000.0,81875000000.0
2016-08-31,0.812,220000000000.0,86875000000.0
2016-09-01,0.818,219375000000.0,82500000000.0
2016-09-02,0.821,221875000000.0,78750000000.0
2016-09-03,0.825,229375000000.0,84375000000.0
2016-09-04,0.814,222500000000.0,88750000000.0
2016-09-05,0.813,219375000000.0,88125000000.0
2016-09-06,0.814,228750000000.0,92500000000.0
2016-09-07,0.807,236250000000.0,97500000000.0
2016-09-08,0.799,237500000000.0,103750000000.0
2016-09-09,0.795,251250000000.0,115625000000.0
2016-09-10,0.85,231875000000.0,86250000000.0
2016-09-11,0.854,224375000000.0,85000000000.0
2016-09-12,0.83,233125000000.0,92500000000.0
2016-09-13,0.845,225000000000.0,89375000000.0
2016-09-14,0.794,236875000000.0,112500000000.0
2016-09-15,0.789,248125000000.0,113750000000.0
2016-09-16,0.811,245000000000.0,108750000000.0
2016-09-17,0.823,232500000000.0,103125000000.0
2016-09-18,0.802,228125000000.0,108750000000.0
2016-09-19,0.783,234375000000.0,110625000000.0
2016-09-20,0.796,240625000000.0,100625000000.0
2016-09-21,0.805,238125000000.0,95625000000.0
2016-09-22,0.825,258750000000.0,90625000000.0
2016-09-23,0.848,268750000000.0,85000000000.0
2016-09-24,0.856,268125000000.0,81250000000.0
2016-09-25,0.889,265625000000.0,65625000000.0
2016-09-26,0.905,264375000000.0,56250000000.0
2016-09-27,0.868,257500000000.0,82500000000.0
2016-09-28,0.831,261875000000.0,101875000000.0
2016-09-29,0.841,263750000000.0,88750000000.0
2016-09-30,0.824,285000000000.0,94375000000.0
2016-10-01,0.847,296875000000.0,89375000000.0
2016-10-02,0.874,305625000000.0,81875000000.0
2016-10-03,0.883,315000000000.0,76250000000.0
2016-10-04,0.906,311250000000.0,66875000000.0
2016-10-05,0.889,326250000000.0,73125000000.0
2016-10-06,0.9,320625000000.0,75000000000.0
2016-10-07,0.873,321875000000.0,83125000000.0
2016-10-08,0.886,328125000000.0,78125000000.0
2016-10-09,0.885,320000000000.0,86250000000.0
2016-10-10,0.898,325000000000.0,78125000000.0
2016-10-11,0.888,336250000000.0,81250000000.0
2016-10-12,0.897,348750000000.0,78750000000.0
2016-10-13,0.906,350625000000.0,75000000000.0
2016-10-14,0.874,348750000000.0,100625000000.0
2016-10-15,0.869,373750000000.0,99375000000.0
2016-10-16,0.873,375625000000.0,100625000000.0
2016-10-17,0.896,371875000000.0,85625000000.0
2016-10-18,0.906,361875000000.0,83125000000.0
2016-10-19,0.878,376875000000.0,103750000000.0
2016-10-20,0.916,365625000000.0,81875000000.0
2016-10-21,0.868,380625000000.0,106250000000.0
2016-10-22,0.883,383750000000.0,96875000000.0
2016-10-23,0.906,376250000000.0,85000000000.0
2016-10-24,0.885,382500000000.0,103125000000.0
2016-10-25,0.885,386875000000.0,105000000000.0
2016-10-26,0.882,384375000000.0,109375000000.0
2016-10-27,0.862,385625000000.0,126875000000.0
2016-10-28,0.856,376875000000.0,135625000000.0
2016-10-29,0.851,375625000000.0,135000000000.0
2016-10-30,0.865,376250000000.0,109375000000.0
2016-10-31,0.854,378750000000.0,120625000000.0
2016-11-01,0.863,378750000000.0,110000000000.0
2016-11-02,0.858,386875000000.0,115000000000.0
2016-11-03,0.853,396250000000.0,118750000000.0
2016-11-04,0.87,408125000000.0,106250000000.0
2016-11-05,0.864,418125000000.0,118125000000.0
2016-11-06,0.87,414375000000.0,121250000000.0
2016-11-07,0.864,410625000000.0,127500000000.0
2016-11-08,0.875,418750000000.0,112500000000.0
2016-11-09,0.873,413750000000.0,101875000000.0
2016-11-10,0.856,419375000000.0,115625000000.0
2016-11-11,0.858,411875000000.0,113750000000.0
2016-11-12,0.87,405625000000.0,101250000000.0
2016-11-13,0.858,401875000000.0,110625000000.0
2016-11-14,0.846,409375000000.0,130000000000.0
2016-11-15,0.852,421875000000.0,120625000000.0
2016-11-16,0.83,424375000000.0,128750000000.0
2016-11-17,0.83,419375000000.0,128750000000.0
2016-11-18,0.824,405625000000.0,131875000000.0
2016-11-19,0.845,396250000000.0,113125000000.0
2016-11-20,0.85,406250000000.0,110000000000.0
2016-11-21,0.858,413750000000.0,108125000000.0
2016-11-22,0.865,416875000000.0,105625000000.0
2016-11-23,0.867,413125000000.0,111250000000.0
2016-11-24,0.858,413750000000.0,111875000000.0
2016-11-25,0.833,418125000000.0,135000000000.0
2016-11-26,0.865,403750000000.0,104375000000.0
2016-11-27,0.872,416875000000.0,98750000000.0
2016-11-28,0.857,429375000000.0,115625000000.0
2016-11-29,0.849,431875000000.0,128125000000.0
2016-11-30,0.837,434375000000.0,138125000000.0
2016-12-01,0.865,430625000000.0,108125000000.0
2016-12-02,0.88,438750000000.0,102500000000.0
2016-12-03,0.882,444375000000.0,105000000000.0
2016-12-04,0.879,437500000000.0,96875000000.0
2016-12-05,0.896,445000000000.0,87500000000.0
2016-12-06,0.894,445000000000.0,87500000000.0
2016-12-07,0.889,440000000000.0,91250000000.0
2016-12-08,0.872,438750000000.0,104375000000.0
2016-12-09,0.892,437500000000.0,91875000000.0
2016-12-10,0.901,438125000000.0,83125000000.0
2016-12-11,0.898,445000000000.0,84375000000.0
2016-12-12,0.9,445000000000.0,86875000000.0
2016-12-13,0.897,441875000000.0,84375000000.0
2016-12-14,0.902,440625000000.0,81250000000.0
2016-12-15,0.892,445000000000.0,92500000000.0
2016-12-16,0.903,436875000000.0,83750000000.0
2016-12-17,0.895,437500000000.0,83750000000.0
2016-12-18,0.885,453750000000.0,92500000000.0
2016-12-19,0.875,458750000000.0,106250000000.0
2016-12-20,0.856,478125000000.0,125000000000.0
2016-12-21,0.861,446250000000.0,105625000000.0
2016-12-22,0.874,438125000000.0,105000000000.0
2016-12-23,0.877,442500000000.0,98125000000.0
2016-12-24,0.88,438125000000.0,96875000000.0
2016-12-25,0.887,441250000000.0,92500000000.0
2016-12-26,0.884,447500000000.0,93125000000.0
2016-12-27,0.896,445000000000.0,86250000000.0
2016-12-28,0.889,436250000000.0,87500000000.0
2016-12-29,0.88,436875000000.0,86875000000.0
2016-12-30,0.878,431250000000.0,91875000000.0
2016-12-31,0.879,428125000000.0,84375000000.0
2017-01-01,0.899,425000000000.0,71250000000.0
2017-01-02,0.895,434375000000.0,80000000000.0
2017-01-03,0.891,435000000000.0,80625000000.0
2017-01-04,0.9,440000000000.0,83125000000.0
2017-01-05,0.88,456250000000.0,98125000000.0
2017-01-06,0.877,441875000000.0,92500000000.0
2017-01-07,0.894,435000000000.0,81250000000.0
2017-01-08,0.884,435000000000.0,87500000000.0
2017-01-09,0.891,438750000000.0,86250000000.0
2017-01-10,0.889,448125000000.0,89375000000.0
2017-01-11,0.878,451250000000.0,99375000000.0
2017-01-12,0.868,463750000000.0,109375000000.0
2017-01-13,0.878,456875000000.0,96250000000.0
2017-01-14,0.885,462500000000.0,90000000000.0
2017-01-15,0.899,465625000000.0,85000000000.0
2017-01-16,0.877,481250000000.0,105000000000.0
2017-01-17,0.873,491250000000.0,113125000000.0
2017-01-18,0.878,501250000000.0,104375000000.0
2017-01-19,0.869,515625000000.0,117500000000.0
2017-01-20,0.874,526250000000.0,118125000000.0
2017-01-21,0.883,516875000000.0,111875000000.0
2017-01-22,0.899,504375000000.0,96250000000.0
2017-01-23,0.898,510000000000.0,95625000000.0
2017-01-24,0.888,510625000000.0,101250000000.0
2017-01-25,0.888,492500000000.0,99375000000.0
2017-01-26,0.879,489375000000.0,111250000000.0
2017-01-27,0.876,476250000000.0,111250000000.0
2017-01-28,0.889,473750000000.0,96875000000.0
2017-01-29,0.895,471875000000.0,93125000000.0
2017-01-30,0.895,480000000000.0,96250000000.0
2017-01-31,0.902,481875000000.0,90000000000.0
2017-02-01,0.91,476875000000.0,87500000000.0
2017-02-02,0.907,473750000000.0,83125000000.0
2017-02-03,0.909,469375000000.0,81250000000.0
2017-02-04,0.92,454375000000.0,73125000000.0
2017-02-05,0.916,458125000000.0,75000000000.0
2017-02-06,0.92,455000000000.0,75000000000.0
2017-02-07,0.903,471250000000.0,87500000000.0
2017-02-08,0.903,459375000000.0,87500000000.0
2017-02-09,0.867,464375000000.0,119375000000.0
2017-02-10,0.833,471250000000.0,191250000000.0
2017-02-11,0.879,478750000000.0,108125000000.0
2017-02-12,0.865,495625000000.0,135000000000.0
2017-02-13,0.862,516250000000.0,138125000000.0
2017-02-14,0.871,510000000000.0,132500000000.0
2017-02-15,0.866,516250000000.0,127500000000.0
2017-02-16,0.871,517500000000.0,116875000000.0
2017-02-17,0.876,522500000000.0,111875000000.0
2017-02-18,0.887,531875000000.0,106875000000.0
2017-02-19,0.88,525625000000.0,110000000000.0
2017-02-20,0.877,521875000000.0,111875000000.0
2017-02-21,0.862,523750000000.0,126875000000.0
2017-02-22,0.872,511250000000.0,110625000000.0
2017-02-23,0.882,501250000000.0,100000000000.0
2017-02-24,0.885,505625000000.0,98125000000.0
2017-02-25,0.899,489375000000.0,93125000000.0
2017-02-26,0.897,472500000000.0,85000000000.0
2017-02-27,0.894,468125000000.0,88125000000.0
2017-02-28,0.894,476875000000.0,92500000000.0
2017-03-01,0.898,491875000000.0,94375000000.0
2017-03-02,0.894,508750000000.0,100625000000.0
2017-03-03,0.902,516250000000.0,95000000000.0
2017-03-04,0.897,518125000000.0,104375000000.0
2017-03-05,0.896,535625000000.0,108125000000.0
2017-03-06,0.891,533125000000.0,108125000000.0
2017-03-07,0.886,536250000000.0,110000000000.0
2017-03-08,0.885,526250000000.0,105000000000.0
2017-03-09,0.88,525625000000.0,106875000000.0
2017-03-10,0.889,528750000000.0,103125000000.0
2017-03-11,0.894,536875000000.0,99375000000.0
2017-03-12,0.902,534375000000.0,95000000000.0
2017-03-13,0.904,533750000000.0,94375000000.0
2017-03-14,0.893,540000000000.0,104375000000.0
2017-03-15,0.872,541875000000.0,118750000000.0
2017-03-16,0.876,540625000000.0,116875000000.0
2017-03-17,0.885,541250000000.0,108750000000.0
2017-03-18,0.885,550000000000.0,111250000000.0
2017-03-19,0.888,559375000000.0,108750000000.0
2017-03-20,0.888,569375000000.0,109375000000.0
2017-03-21,0.889,567500000000.0,110625000000.0
2017-03-22,0.889,568125000000.0,110625000000.0
2017-03-23,0.901,568750000000.0,109375000000.0
2017-03-24,0.893,572500000000.0,118750000000.0
2017-03-25,0.89,568750000000.0,117500000000.0
2017-03-26,0.89,563125000000.0,110000000000.0
2017-03-27,0.893,569375000000.0,106875000000.0
2017-03-28,0.894,587500000000.0,111250000000.0
2017-03-29,0.896,599375000000.0,113125000000.0
2017-03-30,0.9,600000000000.0,106250000000.0
2017-03-31,0.897,602500000000.0,114375000000.0
2017-04-01,0.897,597500000000.0,111250000000.0
2017-04-02,0.901,596250000000.0,109375000000.0
2017-04-03,0.897,593750000000.0,111875000000.0
2017-04-04,0.888,589375000000.0,124375000000.0
2017-04-05,0.898,572500000000.0,113125000000.0
2017-04-06,0.895,576250000000.0,113750000000.0
2017-04-07,0.891,585000000000.0,121875000000.0
2017-04-08,0.896,585625000000.0,115625000000.0
2017-04-09,0.89,590000000000.0,121875000000.0
2017-04-10,0.896,592500000000.0,115000000000.0
2017-04-11,0.897,591250000000.0,116875000000.0
2017-04-12,0.903,586250000000.0,115000000000.0
2017-04-13,0.897,587500000000.0,118125000000.0
2017-04-14,0.9,578750000000.0,110625000000.0
2017-04-15,0.909,570625000000.0,97500000000.0
2017-04-16,0.912,572500000000.0,96250000000.0
2017-04-17,0.918,578125000000.0,90625000000.0
2017-04-18,0.912,588125000000.0,101875000000.0
2017-04-19,0.907,580000000000.0,101250000000.0
2017-04-20,0.894,575000000000.0,105000000000.0
2017-04-21,0.897,567500000000.0,99375000000.0
2017-04-22,0.897,563125000000.0,96875000000.0
2017-04-23,0.895,569375000000.0,102500000000.0
2017-04-24,0.902,574375000000.0,95625000000.0
2017-04-25,0.907,580625000000.0,91875000000.0
2017-04-26,0.915,575625000000.0,89375000000.0
2017-04-27,0.908,579375000000.0,95000000000.0
2017-04-28,0.913,574375000000.0,100000000000.0
2017-04-29,0.908,577500000000.0,96875000000.0
2017-04-30,0.903,572500000000.0,96875000000.0
2017-05-01,0.902,573750000000.0,105000000000.0
2017-05-02,0.91,576250000000.0,98125000000.0
2017-05-03,0.929,553125000000.0,81875000000.0
2017-05-04,0.898,573750000000.0,134375000000.0
2017-05-05,0.885,597500000000.0,148125000000.0
2017-05-06,0.886,601875000000.0,145625000000.0
2017-05-07,0.883,603125000000.0,152500000000.0
2017-05-08,0.88,597500000000.0,151875000000.0
2017-05-09,0.882,591875000000.0,151875000000.0
2017-05-10,0.892,577500000000.0,125625000000.0
2017-05-11,0.904,571250000000.0,101250000000.0
2017-05-12,0.901,568125000000.0,105000000000.0
2017-05-13,0.901,561875000000.0,105625000000.0
2017-05-14,0.891,558125000000.0,117500000000.0
2017-05-15,0.9,558125000000.0,116250000000.0
2017-05-16,0.899,557500000000.0,110000000000.0
2017-05-17,0.901,551250000000.0,101250000000.0
2017-05-18,0.893,541250000000.0,114375000000.0
2017-05-19,0.885,545000000000.0,124375000000.0
2017-05-20,0.86,554375000000.0,181250000000.0
2017-05-21,0.87,556875000000.0,152500000000.0
2017-05-22,0.877,555000000000.0,132500000000.0
2017-05-23,0.869,547500000000.0,151875000000.0
2017-05-24,0.872,548125000000.0,138125000000.0
2017-05-25,0.876,548125000000.0,126250000000.0
2017-05-26,0.882,548125000000.0,122500000000.0
2017-05-27,0.878,547500000000.0,123750000000.0
2017-05-28,0.882,537500000000.0,118750000000.0
2017-05-29,0.884,533125000000.0,121875000000.0
2017-05-30,0.885,531250000000.0,116875000000.0
2017-05-31,0.871,526875000000.0,130000000000.0
2017-06-01,0.868,525000000000.0,134375000000.0
2017-06-02,0.862,527500000000.0,138750000000.0
2017-06-03,0.846,527500000000.0,178125000000.0
2017-06-04,0.833,525000000000.0,231875000000.0
2017-06-05,0.821,535625000000.0,235000000000.0
2017-06-06,0.852,532500000000.0,176250000000.0
2017-06-07,0.853,511250000000.0,186250000000.0
2017-06-08,0.863,493125000000.0,181250000000.0
2017-06-09,0.858,493750000000.0,188125000000.0
2017-06-10,0.862,481250000000.0,183125000000.0
2017-06-11,0.832,478125000000.0,221250000000.0
2017-06-12,0.815,478750000000.0,252500000000.0
2017-06-13,0.796,490625000000.0,243750000000.0
2017-06-14,0.79,495625000000.0,256250000000.0
2017-06-15,0.809,499375000000.0,222500000000.0
2017-06-16,0.813,500000000000.0,210625000000.0
2017-06-17,0.807,496875000000.0,229375000000.0
2017-06-18,0.827,490000000000.0,190000000000.0
2017-06-19,0.803,491250000000.0,212500000000.0
2017-06-20,0.802,486875000000.0,215625000000.0
2017-06-21,0.811,481875000000.0,210625000000.0
2017-06-22,0.799,480000000000.0,234375000000.0
2017-06-23,0.787,480625000000.0,266875000000.0
2017-06-24,0.799,483125000000.0,246250000000.0
2017-06-25,0.801,487500000000.0,238125000000.0
2017-06-26,0.785,496875000000.0,261875000000.0
2017-06-27,0.753,502500000000.0,305000000000.0
2017-06-28,0.776,496875000000.0,263750000000.0
2017-06-29,0.766,490625000000.0,262500000000.0
2017-06-30,0.778,468750000000.0,249375000000.0
2017-07-01,0.779,481875000000.0,231250000000.0
2017-07-02,0.799,463125000000.0,195000000000.0
2017-07-03,0.799,460625000000.0,205000000000.0
2017-07-04,0.797,458750000000.0,205000000000.0
2017-07-05,0.776,465625000000.0,229375000000.0
2017-07-06,0.766,470000000000.0,243750000000.0
2017-07-07,0.768,462500000000.0,250625000000.0
2017-07-08,0.744,472500000000.0,270625000000.0
2017-07-09,0.734,475625000000.0,282500000000.0
2017-07-10,0.723,465000000000.0,293125000000.0
2017-07-11,0.736,448750000000.0,270625000000.0
2017-07-12,0.72,448125000000.0,272500000000.0
2017-07-13,0.721,438750000000.0,279375000000.0
2017-07-14,0.69,431250000000.0,297500000000.0
2017-07-15,0.719,393125000000.0,271875000000.0
2017-07-16,0.715,398125000000.0,277500000000.0
2017-07-17,0.678,397500000000.0,307500000000.0
2017-07-18,0.648,382500000000.0,312500000000.0
2017-07-19,0.65,361875000000.0,300625000000.0
2017-07-20,0.692,315000000000.0,241875000000.0
2017-07-21,0.755,312500000000.0,216250000000.0
2017-07-22,0.711,284375000000.0,206875000000.0
2017-07-23,0.605,326875000000.0,271875000000.0
2017-07-24,0.64,306875000000.0,246250000000.0
2017-07-25,0.621,311875000000.0,251250000000.0
2017-07-26,0.594,293125000000.0,245625000000.0
2017-07-27,0.606,303750000000.0,258125000000.0
2017-07-28,0.608,303750000000.0,248750000000.0
2017-07-29,0.611,308750000000.0,254375000000.0
2017-07-30,0.597,292500000000.0,241250000000.0
2017-07-31,0.584,285625000000.0,245625000000.0
2017-08-01,0.577,277500000000.0,236250000000.0
2017-08-02,0.592,273125000000.0,233750000000.0
2017-08-03,0.561,265000000000.0,228125000000.0
2017-08-04,0.57,255000000000.0,218125000000.0
2017-08-05,0.572,241875000000.0,208125000000.0
2017-08-06,0.594,238125000000.0,185625000000.0
2017-08-07,0.592,209375000000.0,163750000000.0
2017-08-08,0.605,205625000000.0,155625000000.0
2017-08-09,0.615,196250000000.0,145625000000.0
2017-08-10,0.621,160000000000.0,124375000000.0
2017-08-11,0.651,146250000000.0,106875000000.0
2017-08-12,0.589,176250000000.0,135625000000.0
2017-08-13,0.579,181875000000.0,145625000000.0
2017-08-14,0.611,184375000000.0,136250000000.0
2017-08-15,0.631,179375000000.0,123750000000.0
2017-08-16,0.635,183750000000.0,118125000000.0
2017-08-17,0.642,188125000000.0,123125000000.0
2017-08-18,0.666,203125000000.0,132500000000.0
2017-08-19,0.702,165625000000.0,95625000000.0
2017-08-20,0.685,176875000000.0,106250000000.0
2017-08-21,0.654,178750000000.0,125000000000.0
2017-08-22,0.663,178750000000.0,117500000000.0
2017-08-23,0.681,162500000000.0,101875000000.0
2017-08-24,0.724,144375000000.0,87500000000.0
2017-08-25,0.697,145000000000.0,86875000000.0
2017-08-26,0.675,157500000000.0,92500000000.0
2017-08-27,0.725,151250000000.0,78750000000.0
2017-08-28,0.709,166875000000.0,93125000000.0
2017-08-29,0.739,153750000000.0,81250000000.0
2017-08-30,0.744,155000000000.0,75625000000.0
2017-08-31,0.753,153125000000.0,76875000000.0
2017-09-01,0.789,141250000000.0,64375000000.0
2017-09-02,0.811,132500000000.0,60000000000.0
2017-09-03,0.787,131250000000.0,63750000000.0
2017-09-04,0.759,148125000000.0,76875000000.0
2017-09-05,0.783,138750000000.0,70000000000.0
2017-09-06,0.851,128125000000.0,47500000000.0
2017-09-07,0.863,117500000000.0,44375000000.0
2017-09-08,0.808,123750000000.0,56875000000.0
2017-09-09,0.785,130000000000.0,59375000000.0
2017-09-10,0.8,126875000000.0,60000000000.0
2017-09-11,0.811,125000000000.0,56875000000.0
2017-09-12,0.757,133125000000.0,72500000000.0
2017-09-13,0.797,125000000000.0,57500000000.0
2017-09-14,0.797,127500000000.0,59375000000.0
2017-09-15,0.803,125625000000.0,54375000000.0
2017-09-16,0.796,120000000000.0,53750000000.0
2017-09-17,0.812,133750000000.0,58125000000.0
2017-09-18,0.767,127500000000.0,69375000000.0
2017-09-19,0.787,146250000000.0,62500000000.0
2017-09-20,0.805,165625000000.0,66875000000.0
2017-09-21,0.85,155000000000.0,50625000000.0
2017-09-22,0.797,170625000000.0,68750000000.0
2017-09-23,0.826,161250000000.0,58750000000.0
2017-09-24,0.823,175000000000.0,70000000000.0
2017-09-25,0.86,163125000000.0,56875000000.0
2017-09-26,0.819,165000000000.0,64375000000.0
2017-09-27,0.815,173125000000.0,68750000000.0
2017-09-28,0.856,156250000000.0,53125000000.0
2017-09-29,0.847,149375000000.0,58125000000.0
2017-09-30,0.826,155000000000.0,75000000000.0
2017-10-01,0.818,150000000000.0,73125000000.0
2017-10-02,0.823,143125000000.0,70000000000.0
2017-10-03,0.792,148750000000.0,67500000000.0
2017-10-04,0.778,158125000000.0,73125000000.0
2017-10-05,0.787,168125000000.0,78750000000.0
2017-10-06,0.845,175000000000.0,62500000000.0
2017-10-07,0.842,186875000000.0,73125000000.0
2017-10-08,0.812,210000000000.0,98750000000.0
2017-10-09,0.835,218750000000.0,83750000000.0
2017-10-10,0.848,228125000000.0,77500000000.0
2017-10-11,0.883,230000000000.0,61250000000.0
2017-10-12,0.827,233125000000.0,93125000000.0
2017-10-13,0.849,229375000000.0,86250000000.0
2017-10-14,0.845,215625000000.0,76875000000.0
2017-10-15,0.854,203125000000.0,67500000000.0
2017-10-16,0.832,207500000000.0,73125000000.0
2017-10-17,0.838,218125000000.0,79375000000.0
2017-10-18,0.846,228125000000.0,76250000000.0
2017-10-19,0.857,237500000000.0,75000000000.0
2017-10-20,0.875,252500000000.0,65000000000.0
2017-10-21,0.88,256875000000.0,66875000000.0
2017-10-22,0.862,247500000000.0,76250000000.0
2017-10-23,0.857,264375000000.0,78125000000.0
2017-10-24,0.869,276875000000.0,72500000000.0
2017-10-25,0.868,280000000000.0,74375000000.0
2017-10-26,0.857,287500000000.0,81875000000.0
2017-10-27,0.843,300000000000.0,93125000000.0
2017-10-28,0.822,310625000000.0,105000000000.0
2017-10-29,0.855,323125000000.0,93750000000.0
2017-10-30,0.857,331875000000.0,96250000000.0
2017-10-31,0.869,345000000000.0,88750000000.0
2017-11-01,0.865,356875000000.0,89375000000.0
2017-11-02,0.861,366250000000.0,90625000000.0
2017-11-03,0.851,377500000000.0,106250000000.0
2017-11-04,0.835,390000000000.0,126250000000.0
2017-11-05,0.849,386875000000.0,122500000000.0
2017-11-06,0.87,381250000000.0,96875000000.0
2017-11-07,0.837,380625000000.0,123750000000.0
2017-11-08,0.845,365000000000.0,118750000000.0
2017-11-09,0.826,366875000000.0,129375000000.0
2017-11-10,0.815,368125000000.0,135625000000.0
2017-11-11,0.838,368750000000.0,117500000000.0
2017-11-12,0.837,385625000000.0,122500000000.0
2017-11-13,0.84,389375000000.0,118750000000.0
2017-11-14,0.859,383125000000.0,110000000000.0
2017-11-15,0.858,381250000000.0,105625000000.0
2017-11-16,0.855,381875000000.0,105000000000.0
2017-11-17,0.861,375625000000.0,103125000000.0
2017-11-18,0.85,385625000000.0,106875000000.0
2017-11-19,0.846,388125000000.0,111875000000.0
2017-11-20,0.861,383750000000.0,98750000000.0
2017-11-21,0.846,398750000000.0,108750000000.0
2017-11-22,0.864,390000000000.0,96875000000.0
2017-11-23,0.863,391875000000.0,102500000000.0
2017-11-24,0.859,393750000000.0,108750000000.0
2017-11-25,0.867,390625000000.0,96250000000.0
2017-11-26,0.886,400000000000.0,86875000000.0
2017-11-27,0.878,415000000000.0,98750000000.0
2017-11-28,0.87,411250000000.0,103125000000.0
2017-11-29,0.877,416250000000.0,100000000000.0
2017-11-30,0.874,424375000000.0,111250000000.0
2017-12-01,0.866,424375000000.0,108125000000.0
2017-12-02,0.864,426875000000.0,109375000000.0
2017-12-03,0.867,435000000000.0,103750000000.0
2017-12-04,0.856,438750000000.0,115625000000.0
2017-12-05,0.858,436875000000.0,116250000000.0
2017-12-06,0.854,440625000000.0,113125000000.0
2017-12-07,0.863,440000000000.0,110000000000.0
2017-12-08,0.866,442500000000.0,105625000000.0
2017-12-09,0.878,437500000000.0,96250000000.0
2017-12-10,0.883,437500000000.0,93750000000.0
2017-12-11,0.885,438750000000.0,90000000000.0
2017-12-12,0.885,437500000000.0,89375000000.0
2017-12-13,0.882,440000000000.0,92500000000.0
2017-12-14,0.877,436875000000.0,93750000000.0
2017-12-15,0.896,428125000000.0,80625000000.0
2017-12-16,0.899,435625000000.0,80625000000.0
2017-12-17,0.898,441250000000.0,83750000000.0
2017-12-18,0.895,443125000000.0,89375000000.0
2017-12-19,0.88,446250000000.0,95625000000.0
